Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,PreviousOwnerName,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames,Price
4.0,1.0,141.0,Suburban,48.0,None,False,Oil,False,False,2021-06-04,,Andreas,False,Good,Good,Poor,Excellent,3.0,4.34,224.0,Wood 3SNLTY3 Window,146.28823
1.0,1.0,25.0,Suburban,32.0,None,False,Oil Heating,True,False,2023-11-15,Gray,Sabrina,False,Good,Poor,Poor,Good,3.0,1.65,41.6,Wood FCOMGR Window,62.29784
2.0,,90.0,Rural,25.0,None,False,Electricity,False,True,2023-08-23,Yellow,Theresa,False,Good,Poor,Good,Good,3.0,3.11,54.0,EEXF Aluminum 6VC Window,163.35713
,1.0,39.0,Suburban,36.0,None,,Gas,False,True,2023-10-04,Yellow,,False,Excellent,Excellent,Excellent,Excellent,3.0,1.62,,WOYF Steel WSN,124.10241
2.0,1.0,69.0,Rural,19.0,Excellent,,Gas,True,True,2023-08-14,,,False,Poor,Good,Poor,Good,47.0,4.41,70.0,Steel U4KD,482.0738
1.0,3.0,144.0,Suburbann,40.0,Poor,False,Oil Heating,False,True,2022-07-27,Gray,,False,Poor,Excellent,Good,Poor,11.0,2.26,230.4,Aluminum G9U6,160.57508
1.0,1.0,59.0,Suburbann,52.0,Excellent,True,Electric,True,True,2020-11-08,Green,Sabrina,False,Poor,Poor,Good,Poor,47.0,2.25,,Steel NY8CU6 Window,166.96137
2.0,2.0,71.0,Urban,29.0,Poor,False,Oil,True,True,2023-02-20,Green,Stefan,False,Poor,Good,Good,Excellent,11.0,1.71,,I38 Wood 9ON7DE Window,235.1081
,,41.0,,53.0,None,False,Oil Heating,False,True,2020-01-10,Gray,Maria,False,Excellent,Excellent,Poor,Good,3.0,1.03,,37SWQ Wood HG2E Window,183.59685
2.0,3.0,110.0,,49.0,None,False,Oil,True,True,2021-06-03,Gray,Sandra,False,Excellent,Excellent,Good,Good,3.0,2.63,174.4,ISB9JP Steel JCJ Window,448.16499
,2.0,100.0,,43.0,None,False,Oil,True,True,2020-08-01,Gray,Denis,False,Poor,Good,Poor,Good,3.0,2.83,,9UG Steel EE5F Window,162.65262
1.0,2.0,114.0,,,None,False,Oil Heating,False,True,2022-01-31,White,Natalie,False,Excellent,Good,Good,Excellent,3.0,2.27,6620.0,7CDGGZS Wood 7318UG,151.68625
1.0,1.0,-870.0,Rural,48.0,Good,,Electric,False,False,2021-09-09,Gray,Roman,False,Excellent,Poor,Good,Good,15.0,2.54,12.6,P6TP Aluminum MJ1U4 Window,1795.0803999999998
1.0,2.0,105.0,Suburbann,,None,False,Gas,False,False,2021-03-25,Yellow,Stefan,False,Excellent,Good,Good,Excellent,3.0,2.09,,YEHP5 Steel QQFM2T8,125.77015
2.0,1.0,115.0,Rural,49.0,None,False,Oil,False,True,2020-05-19,Yellow,Florian,False,Good,Excellent,Excellent,Excellent,3.0,2.47,187.2,Aluminum 9FOU3,293.60335
,1.0,141.0,Urban,46.0,None,,Oil,False,True,2023-05-15,Yellow,Andreas,False,Poor,Excellent,Good,Excellent,3.0,3.08,227.2,Aluminum TBIUVVT Window,254.09638
,2.0,123.0,Urban,,None,False,Oil Heating,True,True,2023-02-13,Gray,Martin,False,Good,Good,Poor,Good,3.0,1.08,,Wood ZC1 Window,271.58766
,3.0,116.0,Urban,64.0,Excellent,,Electricity,False,True,2021-10-12,Gray,Maria,False,Poor,Good,Good,Good,47.0,3.04,,Steel 7KD5XC Window,347.17748
,5.0,134.0,Urban,43.0,None,False,Oil,False,True,2021-08-16,Yellow,Maria,False,Excellent,Good,Excellent,Poor,3.0,1.9,,Wood Z6M,295.32186
3.0,3.0,123.0,Urban,5.0,None,False,Oil Heating,False,False,2023-08-23,,Theresa,False,Good,Good,Excellent,Good,3.0,4.96,-215.0,933 Aluminum PGIL Window,209.95056
1.0,1.0,78.0,Suburban,64.0,Good,False,Gas,False,True,2021-07-05,Gray,Martin,False,Good,Good,Good,Good,15.0,2.13,77.0,Wood 65KEZS Window,114.21111
1.0,2.0,76.0,Rural,37.0,None,False,Oil,True,True,2024-03-23,Yellow,Denis,False,Poor,Good,Excellent,Good,3.0,3.5,120.0,Steel 16Z,380.26121
,1.0,31.0,Suburbann,50.0,None,True,Electric,True,True,2024-03-13,Gray,Denis,False,Excellent,Good,Good,Poor,3.0,2.96,,Aluminum U3F5Z,39.41699
3.0,3.0,149.0,Urban,61.0,None,False,Gas,False,True,2024-03-27,Gray,Sandra,False,Good,Good,Poor,Excellent,3.0,2.3,149.0,Steel B7ZZJ,327.98935
1.0,1.0,60.0,Urban,26.0,Good,,Gas,False,False,2022-06-13,Yellow,Daniel,False,Poor,Poor,Good,Poor,15.0,3.67,,Aluminum FPYRY,97.87886
2.0,1.0,101.0,Urban,50.0,None,False,Electric,True,False,2022-03-11,White,,False,Good,Excellent,Good,Excellent,3.0,2.37,,Wood QF3GLGJ Window,163.91018
2.0,1.0,80.0,Rural,,None,,Gas,True,True,2021-02-06,Green,Denis,False,Excellent,Good,Excellent,Good,3.0,2.77,81.0,R5L661 Steel SCDU6M7 Window,326.57748
,1.0,38.0,,,None,False,Oil,False,True,2021-03-15,White,,False,Excellent,Poor,Poor,Good,3.0,3.78,60.8,9N6Y Steel FOZT6U Window,99.78383
,1.0,111.0,Suburban,62.0,None,False,Electric,True,False,2022-05-04,Yellow,Lukas,False,Poor,Excellent,Good,Poor,3.0,2.06,65.4,Aluminum 2K03,67.74971
2.0,2.0,82.0,Urban,59.0,Poor,True,Gas,True,True,2020-10-16,,,False,Excellent,Excellent,Excellent,Excellent,11.0,3.03,82.0,Steel WD7B,272.32281
1.0,1.0,44.0,Rural,69.0,Poor,False,Gas,True,False,2020-12-21,Gray,Sandra,False,Poor,Excellent,Good,Poor,11.0,2.09,42.0,HA4R Aluminum NQYNI Window,106.39792
4.0,1.0,142.0,Urban,65.0,Good,,Gas,False,True,2021-11-21,Yellow,,False,Excellent,Good,Good,Poor,15.0,2.99,,5B8 Wood FKCPCA Window,5601.554999999999
1.0,2.0,76.0,Rural,43.0,None,,Oil Heating,True,True,2023-11-20,White,Martin,False,Poor,Excellent,Poor,Good,3.0,1.76,,Z1A Aluminum WA17DFJ,216.16493
2.0,2.0,84.0,Rural,30.0,None,False,Electricity,False,True,2023-07-16,Yellow,,False,Good,Excellent,Good,Good,3.0,3.22,,CN9KHR Steel 13WC Window,326.40497
1.0,1.0,26.0,Suburban,,None,,Oil,False,False,2020-01-02,Green,Johanna,False,Excellent,Good,Poor,Good,3.0,2.66,,Aluminum 28T,26.50358
1.0,2.0,121.0,Rural,36.0,None,False,Oil,False,True,2020-11-12,White,Sabrina,False,Good,Poor,Good,Poor,3.0,2.84,195.2,SBO7O8 Steel 83HR7EZ,414.3292
1.0,2.0,83.0,,55.0,None,,Electricity,True,True,2020-01-12,Gray,Maria,False,Poor,Good,Poor,Good,3.0,2.41,,Aluminum 57H3V Window,97.84458
3.0,1.0,121.0,Suburbann,62.0,Good,False,Electricity,False,True,2021-02-19,Yellow,Daniel,False,Good,Good,Good,Good,15.0,3.98,,Steel C3A Window,162.51579
2.0,2.0,72.0,,27.0,None,,Oil Heating,True,True,2020-03-21,White,Sandra,False,Good,Good,Good,Good,3.0,2.82,112.0,KXS9E Aluminum Q9V Window,88.76795
1.0,,21.0,Rural,54.0,None,,Gas,True,False,2021-01-22,Gray,,False,Excellent,Excellent,Poor,Good,3.0,1.59,21.0,Aluminum B264NRL,73.27045
1.0,1.0,93.0,Urban,63.0,None,False,Oil,False,True,2020-02-03,Yellow,Sabrina,False,Good,Good,Excellent,Poor,3.0,3.05,152.0,Aluminum VI0WO Window,153.78307
1.0,,139.0,,52.0,Good,True,Oil,False,False,2021-03-11,Green,Daniel,False,Poor,Excellent,Good,Excellent,15.0,1.83,224.0,B9XVR39 Aluminum SG63NXU Window,134.78445
1.0,1.0,35.0,Urban,,Good,,Gas,False,False,2023-12-07,Gray,Sandra,False,Good,Excellent,Excellent,Good,15.0,1.42,,Aluminum YI5,86.872
1.0,1.0,128.0,Suburban,13.0,None,False,Gas,False,True,2023-03-24,Green,Maria,False,Good,Poor,Poor,Good,3.0,1.92,126.0,Steel GMDVG,166.37995
3.0,1.0,102.0,Rural,53.0,None,,Gas,True,True,2020-12-31,White,Martin,False,Poor,Excellent,Good,Good,3.0,3.33,,Wood Q3KP,285.94285
2.0,2.0,112.0,Urban,68.0,Good,,Oil,True,False,2020-11-08,White,,False,Good,Poor,Good,Good,15.0,2.8,179.2,JPVK5 Wood 2KI4Y Window,230.23246
,3.0,105.0,Suburbann,27.0,Poor,False,Oil Heating,False,True,2023-12-07,White,Sandra,False,Good,Good,Poor,Excellent,11.0,2.61,166.4,Aluminum MY0AJ3,140.36288
1.0,1.0,50.0,Rural,61.0,Poor,False,Gas,False,True,2021-06-14,Gray,Daniel,False,Excellent,Good,Excellent,Good,11.0,2.51,49.0,Wood 5QF1A Window,220.7823
4.0,2.0,132.0,Urban,49.0,Good,False,Gas,True,True,2022-10-14,,Martin,False,Excellent,Poor,Excellent,Excellent,15.0,2.3,,13E5N Wood TET,304.53219
,1.0,75.0,Urban,,Good,,Gas,True,True,2021-05-31,Yellow,Theresa,False,Excellent,Excellent,Excellent,Good,15.0,4.28,76.0,XZA Steel 23SI Window,269.58765
2.0,,137.0,Urban,30.0,None,False,Oil Heating,False,False,2023-07-20,Green,Stefan,False,Excellent,Good,Poor,Excellent,3.0,1.71,,Steel QRA3I1,308.75991
,2.0,124.0,,56.0,None,,Oil,False,True,2023-04-08,,Lukas,False,Good,Good,Good,Good,3.0,2.63,,Wood YKCBR1E Window,165.75183
1.0,1.0,126.0,,22.0,Good,False,Electricity,True,True,2022-09-24,Green,Lukas,False,Good,Poor,Poor,Good,15.0,2.85,75.6,Steel 78Z7,404.04009
1.0,1.0,38.0,,35.0,None,False,Oil,False,False,2022-12-09,Gray,Stefan,False,Excellent,Excellent,Good,Excellent,3.0,1.58,60.8,Wood 4XSKK36 Window,182.90628
,1.0,131.0,Rural,16.0,None,,Oil Heating,False,True,2022-05-01,White,Andreas,False,Poor,Good,Good,Good,3.0,3.28,,Wood PYBPZ9G,379.60743
,2.0,106.0,Suburbann,55.0,None,False,Oil Heating,True,True,2023-08-07,Yellow,Sandra,False,Poor,Poor,Excellent,Poor,3.0,1.85,171.2,IHB Steel JLC,179.58932
1.0,1.0,91.0,Urban,18.0,Good,False,Electric,False,True,2021-03-22,Gray,,False,Good,Excellent,Good,Poor,15.0,1.38,,Steel 82R1,246.71204
3.0,3.0,112.0,Urban,61.0,None,False,Gas,False,False,2021-03-17,Gray,Denis,False,Excellent,Good,Poor,Poor,3.0,2.23,113.0,HULBYMZ Wood 8L8,174.54748
2.0,1.0,-914.0,Suburban,19.0,Good,False,Oil Heating,False,False,2021-10-14,Yellow,Natalie,False,Good,Excellent,Good,Good,15.0,1.77,,YIC8D7A Aluminum IDKYT2 Window,85.06695
,3.0,143.0,Rural,,None,False,Oil,True,False,2024-03-14,Green,,False,Good,Poor,Good,Good,3.0,3.36,,Aluminum 9IBPHYW,309.06733
2.0,3.0,138.0,Rural,44.0,None,False,Electric,False,True,2023-05-26,Green,Natalie,False,Good,Excellent,Excellent,Excellent,3.0,2.98,,Aluminum 0ACC6 Window,5330.966200000001
,2.0,117.0,Suburban,46.0,None,False,Gas,False,True,2021-07-13,Gray,Lukas,False,Poor,Good,Good,Poor,3.0,1.62,,Steel BNN1VG Window,149.80901
1.0,3.0,5885.0,,40.0,None,,Gas,False,True,2021-09-17,Gray,,False,Good,Excellent,Excellent,Excellent,3.0,2.6,119.0,Wood ANPXDD Window,142.92588
2.0,1.0,106.0,Rural,,None,False,Gas,True,False,2020-08-18,,Maria,False,Excellent,Good,Good,Good,3.0,2.45,106.0,Steel 7WLRL,292.8742
,1.0,66.0,,41.0,Good,False,Gas,False,True,2022-05-09,,Natalie,False,Poor,Good,Poor,Good,15.0,3.01,67.0,INH Steel 2W6OA77,321.86973
1.0,1.0,69.0,Suburbann,67.0,None,False,Electricity,False,True,2020-02-11,Green,,False,Poor,Good,Poor,Excellent,3.0,2.37,40.8,Wood 9G4Q Window,72.79758
,2.0,62.0,Suburbann,33.0,Poor,True,Electricity,True,True,2023-08-17,Green,,False,Good,Good,Good,Good,11.0,2.18,37.8,Steel 96FZ Window,140.51584
4.0,2.0,134.0,Suburbann,,None,,Oil,True,True,2021-11-26,Yellow,Laura,False,Good,Excellent,Poor,Good,3.0,4.71,,Aluminum NQU1B Window,142.31539
1.0,1.0,35.0,,49.0,Excellent,False,Electric,True,False,2021-07-14,Green,Lukas,False,Good,Good,Excellent,Good,47.0,1.86,,3X86 Aluminum TSGG,152.05904
2.0,,113.0,Rural,,None,,Electric,False,True,2022-06-03,Yellow,Maria,False,Excellent,Excellent,Poor,Good,3.0,2.2,,Steel XKCIM2,327.83031
,1.0,30.0,Urban,35.0,None,,Electric,False,False,2022-10-26,,,False,Poor,Excellent,Good,Good,3.0,2.58,,Wood 8Q5WH8I,91.24195
,2.0,85.0,Suburban,47.0,None,True,Gas,True,False,2022-12-06,White,Theresa,False,Good,Poor,Excellent,Good,3.0,1.78,85.0,Wood QKD,96.66229
,2.0,92.0,,67.0,Excellent,True,Gas,False,True,2020-08-16,,Theresa,False,Good,Good,Good,Good,47.0,1.62,91.0,Steel 04Q,467.55536
2.0,2.0,126.0,Urban,41.0,None,False,Electric,False,False,2021-08-10,Gray,Johanna,False,Excellent,Excellent,Poor,Good,3.0,1.35,75.6,TU058BB Wood F0NE2R Window,171.46945
2.0,,67.0,Urban,59.0,None,False,Electricity,False,True,2023-10-27,White,Johanna,False,Excellent,Good,Excellent,Excellent,3.0,2.86,39.6,Aluminum MUY,112.92195
1.0,,92.0,Suburbann,22.0,None,False,Oil Heating,False,False,2021-12-23,Yellow,,False,Excellent,Excellent,Excellent,Poor,3.0,3.91,,4C5OM01 Wood 6X7Y8 Window,118.12894
,1.0,24.0,Urban,36.0,Poor,,Gas,False,True,2023-08-10,Yellow,,False,Good,Excellent,Poor,Excellent,11.0,4.59,,Aluminum 4G4,85.32154
1.0,1.0,31.0,,28.0,None,True,Oil,True,False,2023-08-31,Green,Martin,False,Good,Poor,Poor,Good,3.0,1.77,,Steel N1UPMB,219.49168
1.0,1.0,45.0,Rural,48.0,None,False,Oil Heating,True,False,2023-03-01,White,Stefan,False,Excellent,Poor,Poor,Poor,3.0,1.43,72.0,SYHH7 Wood M18RIHH,171.10572
1.0,2.0,74.0,Rural,66.0,None,True,Electric,False,True,2020-05-08,Gray,Laura,False,Good,Excellent,Poor,Good,3.0,2.05,43.8,MPBMN Aluminum BB91 Window,121.75319
2.0,2.0,94.0,Suburbann,40.0,Excellent,False,Oil,False,True,2022-06-14,Gray,,False,Poor,Poor,Excellent,Excellent,47.0,1.25,152.0,O94KEV Steel A4W28JU Window,236.96059
1.0,,26.0,Urban,,None,,Gas,False,False,2023-08-26,Green,Maria,False,Good,Good,Good,Poor,3.0,2.45,,TJD Wood P8RF1 Window,80.21736
,2.0,148.0,Rural,,None,,Oil,False,False,2020-12-26,Yellow,Sabrina,False,Good,Excellent,Excellent,Good,3.0,3.91,236.8,HMEUPB Aluminum Q7E Window,302.43044
1.0,1.0,31.0,Rural,0.0,Excellent,False,Oil,False,False,2021-07-11,Yellow,Natalie,False,Poor,Good,Poor,Excellent,47.0,1.65,,3E4HT9 Aluminum OM5281K,219.21481
,1.0,59.0,Suburbann,,None,False,Oil Heating,False,True,2023-02-11,Yellow,,False,Good,Excellent,Poor,Good,3.0,2.98,94.4,Wood PE90X Window,96.13728
,1.0,135.0,Urban,71.0,None,,Gas,False,True,2021-04-17,Yellow,Martin,False,Excellent,Poor,Excellent,Excellent,3.0,2.24,137.0,Wood A6IA,250.76896
2.0,3.0,120.0,Rural,55.0,None,False,Oil Heating,False,True,2022-09-27,,Martin,False,Excellent,Excellent,Poor,Excellent,3.0,2.56,193.6,DQTCNUN Steel I7HC4G Window,469.12004
1.0,1.0,114.0,Rural,68.0,None,,Gas,False,True,2024-02-12,Yellow,Theresa,False,Excellent,Good,Excellent,Good,3.0,4.93,113.0,Wood E5MZ Window,309.46014
1.0,1.0,101.0,Suburbann,67.0,None,False,Electricity,False,True,2020-07-17,Green,,False,Good,Good,Good,Poor,3.0,2.34,,RF68 Steel H38,120.99495
,1.0,21.0,Rural,50.0,Good,False,Oil,True,True,2020-08-07,White,Andreas,False,Excellent,Good,Excellent,Good,15.0,1.75,33.6,QGE Aluminum NBA,151.65808
,2.0,68.0,Rural,,Good,,Oil Heating,True,False,2022-12-31,Green,Florian,False,Good,Excellent,Good,Excellent,15.0,2.6,110.4,J44 Aluminum R41G,217.53872
1.0,1.0,40.0,,36.0,None,False,Gas,False,True,2020-09-21,Green,,False,Poor,Excellent,Poor,Poor,3.0,2.61,,Aluminum AW23Q0 Window,36.29441
2.0,1.0,62.0,Rural,66.0,None,False,Electric,True,False,2022-03-29,Green,Sandra,False,Poor,Good,Good,Excellent,3.0,3.13,,QLFVK Steel ITUN Window,226.19817
,5.0,149.0,Rural,55.0,Good,True,Electricity,False,True,2024-02-29,White,Andreas,False,Good,Excellent,Good,Poor,15.0,3.35,88.8,4QVFLD Steel B0M,473.96
2.0,3.0,137.0,Urban,57.0,None,False,Oil Heating,True,True,2020-05-15,Yellow,Natalie,False,Excellent,Good,Poor,Good,3.0,1.21,219.2,QTU Steel Q2X Window,338.17306
2.0,2.0,84.0,Urban,53.0,None,False,Oil Heating,False,True,2023-05-27,Gray,,False,Excellent,Good,Excellent,Excellent,3.0,1.55,134.4,Aluminum 05S,179.63143
3.0,1.0,115.0,Suburbann,54.0,None,False,Electricity,True,False,2021-12-24,Yellow,Maria,False,Excellent,Poor,Good,Excellent,3.0,2.13,,I16 Wood XR0W Window,102.68676
2.0,,61.0,Urban,23.0,Poor,False,Oil Heating,False,True,2024-03-28,,Florian,False,Good,Excellent,Good,Good,11.0,3.49,,Wood IPOP,216.65822
1.0,2.0,65.0,Rural,57.0,Good,,Oil,False,False,2020-11-02,Green,,False,Good,Excellent,Good,Good,15.0,3.42,,KERU Aluminum 05V6RW Window,183.12891
,1.0,85.0,,66.0,Good,False,Oil Heating,True,True,2024-02-24,White,,False,Excellent,Excellent,Good,Poor,15.0,3.86,,Steel 07KXG Window,449.72646
,,102.0,Urban,66.0,Excellent,False,Electricity,False,False,2023-12-07,Yellow,Roman,False,Good,Poor,Good,Good,47.0,3.64,61.2,Aluminum XPP Window,202.4069
2.0,2.0,86.0,Suburban,52.0,None,False,Oil Heating,True,True,2022-06-15,Green,Johanna,False,Poor,Poor,Good,Poor,3.0,2.42,,Wood 6RPX Window,124.92634
2.0,1.0,67.0,,24.0,None,False,Gas,True,False,2020-08-26,Gray,Maria,False,Poor,Good,Excellent,Poor,3.0,1.59,,S9KOV Wood WP69KG0 Window,135.72268
1.0,1.0,41.0,Suburban,69.0,Poor,False,Gas,True,False,2022-08-14,Green,Maria,False,Good,Good,Poor,Good,11.0,2.59,,OD3C Steel CAX Window,98.4236
,1.0,51.0,,38.0,Good,,Electric,True,False,2023-06-19,White,Martin,False,Excellent,Excellent,Excellent,Good,15.0,2.72,,Aluminum S1GX2,165.03323
1.0,1.0,52.0,Rural,51.0,Poor,True,Oil Heating,False,False,2022-12-25,Gray,Maria,False,Excellent,Excellent,Excellent,Excellent,11.0,2.56,84.8,Wood 5Z4Y5R Window,235.09162
,1.0,62.0,Rural,26.0,Poor,,Oil Heating,False,False,2021-08-03,,Martin,False,Good,Excellent,Good,Excellent,11.0,2.02,97.6,DN7 Aluminum IDFGV,177.14587
1.0,1.0,59.0,Urban,,None,False,Electricity,False,True,2022-08-31,,Sabrina,False,Excellent,Excellent,Good,Good,3.0,1.25,,Aluminum ONB Window,77.8308
,,,,,,,,,,,,,,,,,,,,,,
,3.0,105.0,Suburban,,Good,,Electric,True,False,2022-12-12,White,Daniel,False,Good,Excellent,Excellent,Excellent,15.0,3.79,63.6,GSJJJ Aluminum UQHF,93.83214
,,143.0,Urban,48.0,Poor,False,Gas,False,False,2023-12-19,Green,Natalie,False,Excellent,Excellent,Good,Excellent,11.0,1.88,144.0,ILEC Steel 2A6BHH Window,294.98644
,1.0,82.0,,,Good,,Oil Heating,False,False,2023-07-16,Green,Stefan,False,Good,Poor,Poor,Excellent,15.0,2.34,131.2,Aluminum CY0URXW Window,84.951
1.0,1.0,45.0,,,None,True,Oil Heating,False,True,2021-08-30,Green,Martin,False,Poor,Poor,Poor,Poor,3.0,3.06,72.0,Steel 7UR8V Window,223.96857
,1.0,20.0,,42.0,None,False,Gas,True,True,2022-05-18,Gray,Maria,False,Poor,Excellent,Excellent,Excellent,3.0,1.62,,1XI Steel 3RX Window,105.49373
,1.0,38.0,Rural,60.0,Good,False,Electric,True,True,2022-05-30,White,,False,Good,Poor,Good,Excellent,15.0,1.58,22.8,EPUC1TZ Wood 8V1JQFK Window,216.04675
,1.0,99.0,Rural,51.0,Excellent,True,Electric,False,False,2020-06-21,Gray,Sandra,False,Good,Poor,Good,Excellent,47.0,1.84,,Steel D7AOYLT,370.73067
,1.0,29.0,Rural,60.0,None,False,Oil,True,True,2024-03-03,Gray,Denis,False,Good,Excellent,Good,Good,3.0,2.13,44.8,Aluminum S95Y6PN Window,117.72545
,3.0,103.0,Urban,12.0,Good,False,Gas,True,True,2023-05-09,,Sandra,False,Poor,Excellent,Good,Good,15.0,2.04,106.0,Aluminum RN5JGF1,217.07094
,1.0,79.0,Urban,27.0,None,False,Electricity,False,True,2021-05-08,,,False,Poor,Excellent,Good,Good,3.0,1.36,48.0,M6D3BK Aluminum 7RRPL Window,101.89487
,1.0,29.0,Suburban,37.0,None,,Oil,True,True,2022-07-19,Gray,Natalie,False,Excellent,Good,Poor,Good,3.0,2.52,48.0,SE0YT Steel TIZP,113.46453
1.0,1.0,83.0,Urban,58.0,None,,Oil,False,True,2023-03-22,Gray,Theresa,False,Good,Good,Good,Excellent,3.0,1.45,132.8,0TEWJ2 Aluminum L4X6GX1,154.62327
1.0,,105.0,Rural,45.0,None,,Electric,False,True,2022-06-02,Yellow,Sabrina,False,Poor,Excellent,Good,Poor,3.0,4.82,,Aluminum M89,176.56261
,2.0,128.0,Rural,24.0,None,,Oil,True,False,2020-04-24,Yellow,Johanna,False,Excellent,Good,Good,Poor,3.0,4.29,204.8,Steel SJY17N Window,379.46642
3.0,2.0,125.0,,30.0,None,False,Gas,True,True,2021-09-27,White,Stefan,False,Good,Excellent,Good,Good,3.0,2.27,126.0,VDE Aluminum LCC74NT Window,202.55912
,3.0,-655.0,,58.0,None,True,Electric,True,True,2021-05-01,Gray,,False,Good,Excellent,Good,Good,3.0,2.61,67.2,8BWA Wood DQS,289.22131
3.0,5.0,135.0,Urban,59.0,None,False,Gas,False,False,2024-01-08,Yellow,,False,Excellent,Good,Good,Excellent,3.0,1.4,134.0,Wood S6K1FPL Window,231.71056
1.0,,112.0,Rural,38.0,None,False,Oil Heating,False,False,2021-07-24,Yellow,Natalie,False,Good,Excellent,Good,Good,3.0,2.51,,Steel P39 Window,353.17535
,2.0,73.0,Rural,43.0,Excellent,,Oil,True,False,2021-08-13,,Roman,False,Good,Good,Excellent,Good,47.0,2.63,116.8,Aluminum AIUP1,309.43852
2.0,,147.0,Rural,44.0,None,,Gas,False,True,2021-02-26,Green,Andreas,False,Good,Poor,Poor,Good,3.0,2.26,145.0,ACLDC4 Aluminum 01T Window,251.94581
1.0,3.0,128.0,,,None,False,Gas,True,False,2021-06-28,Yellow,Stefan,False,Good,Excellent,Good,Excellent,3.0,2.53,129.0,WHJ Steel JR3B Window,146.0808
1.0,1.0,48.0,Urban,,None,False,Electric,True,True,2022-04-29,Green,Johanna,False,Poor,Good,Excellent,Excellent,3.0,1.56,,Aluminum MIIUJQS,75.14549
1.0,1.0,20.0,Suburban,67.0,None,False,Gas,True,True,2022-01-23,,Sabrina,False,Good,Good,Poor,Good,3.0,2.23,,O4VRFFL Steel 1HCC2GI,90.45734
1.0,1.0,30.0,Urban,71.0,Good,False,Electric,True,False,2021-12-25,Green,Roman,False,Good,Poor,Poor,Excellent,15.0,3.41,18.6,Wood 93J505 Window,114.69668
3.0,1.0,111.0,Suburban,59.0,Good,False,Gas,True,True,2020-07-08,Gray,Laura,False,Good,Poor,Good,Excellent,15.0,2.48,,Aluminum EXSE Window,116.05919
1.0,1.0,72.0,Urban,45.0,None,False,Electricity,True,True,2020-02-15,,Daniel,False,Poor,Good,Good,Good,3.0,2.27,44.4,67B Aluminum WVKYSXR Window,94.584
2.0,1.0,97.0,,50.0,Good,False,Gas,False,True,2021-02-11,Gray,Florian,False,Good,Poor,Poor,Excellent,15.0,1.29,98.0,NTQFY Steel QAP1SE Window,371.2133
,1.0,42.0,Rural,,None,False,Electricity,False,False,2020-06-15,Yellow,Roman,False,Good,Excellent,Good,Good,3.0,1.59,25.8,1QGH Wood PO7C5 Window,125.93438
2.0,2.0,100.0,,28.0,Excellent,,Electric,False,False,2021-07-02,Gray,Roman,False,Excellent,Good,Good,Good,47.0,1.81,,Wood ZDT7SRY,147.59306
1.0,3.0,112.0,Suburban,62.0,None,False,Electric,True,True,2022-03-05,White,Martin,False,Excellent,Good,Excellent,Excellent,3.0,1.58,,Wood E5KV,127.20647
3.0,3.0,135.0,Rural,57.0,Poor,False,Gas,False,True,2023-01-07,Gray,Denis,False,Excellent,Excellent,Poor,Poor,11.0,1.22,136.0,CLQ Aluminum 90NH,309.76206
1.0,1.0,45.0,Rural,20.0,None,False,Oil Heating,False,True,2023-12-09,White,Johanna,False,Poor,Poor,Good,Good,3.0,1.78,,3AM Wood AB2,204.78978
1.0,1.0,56.0,Suburban,59.0,None,False,Electricity,False,False,2022-04-22,Green,Roman,False,Excellent,Good,Good,Good,3.0,2.94,34.2,Aluminum D5QK,40.43613
,,114.0,Urban,42.0,None,True,Oil,False,False,2021-01-21,,Sabrina,False,Good,Good,Good,Good,3.0,1.94,,LQV Steel KIYKI,246.65602
2.0,2.0,67.0,,50.0,None,False,Electric,True,True,2020-10-31,Yellow,Andreas,False,Poor,Good,Poor,Good,3.0,3.22,,Wood ODV2X Window,142.49642
1.0,1.0,57.0,Suburban,39.0,None,False,Electricity,True,True,2020-11-18,,Johanna,False,Good,Good,Good,Excellent,3.0,2.42,34.8,Q5BK Aluminum 9NUQY5 Window,56.74845
1.0,1.0,43.0,Urban,23.0,None,False,Oil,True,True,2022-11-03,,,False,Excellent,Excellent,Excellent,Good,3.0,1.09,68.8,Aluminum G38QDE Window,126.36151
,,143.0,Rural,40.0,None,False,Oil Heating,False,False,2020-04-17,Gray,Laura,False,Good,Poor,Good,Good,3.0,1.98,228.8,1VB5 Steel YRJ0 Window,394.95017
1.0,1.0,22.0,Rural,52.0,None,False,Gas,False,False,2020-05-16,White,Sabrina,False,Good,Good,Good,Good,3.0,3.85,,VE19WF Aluminum 5HIE,53.34923
,1.0,124.0,,,Good,False,Electric,True,False,2022-12-07,Gray,Roman,False,Good,Good,Excellent,Good,15.0,1.42,74.4,54GW Aluminum WVSI5,211.27434
4.0,2.0,136.0,Rural,55.0,None,False,Oil Heating,False,False,2023-03-08,Green,Roman,False,Excellent,Poor,Good,Poor,3.0,2.59,,4AR4R Aluminum 7AX,284.51336
2.0,2.0,101.0,Suburbann,35.0,Poor,False,Electric,False,True,2021-02-23,Gray,Laura,False,Excellent,Good,Excellent,Good,11.0,3.09,,Aluminum 81WM Window,93.69894
